sent_pos,sent_neg,sent_neu,sent_compound,sent_pos_tokenized,sent_neg_tokenized,sent_neu_tokenized,sent_compound_tokenized 
0.096,0.035,0.869,0.6361,0.23233333333333336,0.024666666666666667,0.743,0.2611666666666667
0.058,0.011,0.93,0.8525,0.1032857142857143,0.016428571428571428,0.8802857142857144,0.13037142857142858
0.234,0.11,0.656,0.8707,0.25133333333333335,0.06,0.6886666666666666,0.18638333333333335
0.145,0.147,0.707,0.3809,0.082375,0.110125,0.80775,-0.06469999999999998
0.103,0.259,0.638,-0.9104,0.11783333333333333,0.16133333333333336,0.7208333333333333,-0.1705
0.034,0.152,0.814,-0.9171,0.054,0.17255555555555555,0.7735555555555556,-0.22410000000000002
0.094,0.151,0.755,-0.4268,0.07833333333333332,0.13733333333333334,0.7843333333333334,-0.10631666666666667
0.27,0.0,0.73,0.9137,0.23450000000000001,0.0,0.7655000000000001,0.40259999999999996
0.207,0.0,0.793,0.9061,0.183,0.0,0.817,0.33548
0.144,0.0,0.856,0.7096,0.167,0.0,0.833,0.22394999999999998
0.068,0.021,0.911,0.7615,0.07355555555555555,0.021333333333333333,0.905111111111111,0.11546666666666666
0.215,0.034,0.751,0.9325,0.30383333333333334,0.03266666666666667,0.6635,0.35600000000000004
0.428,0.0,0.572,0.9672,0.3754,0.0,0.6246,0.47908
0.115,0.06,0.825,0.7382,0.11816666666666666,0.049999999999999996,0.8318333333333333,0.1133
0.118,0.065,0.817,0.8635,0.11049999999999999,0.05925,0.8302499999999999,0.1073
0.295,0.0,0.705,0.9822,0.2571111111111111,0.0,0.7428888888888889,0.40049999999999997
0.065,0.036,0.899,0.34,0.034428571428571426,0.030571428571428572,0.9349999999999999,0.028699999999999996
0.35,0.0,0.65,0.9325,0.28375,0.0,0.71625,0.475125
0.314,0.043,0.643,0.9312,0.221,0.019,0.7599999999999999,0.4411666666666667
0.098,0.076,0.826,0.3369,0.07200000000000001,0.0545,0.8735,0.085175
0.16,0.026,0.814,0.908,0.11042857142857143,0.02214285714285714,0.8674285714285714,0.17647142857142858
0.034,0.185,0.781,-0.875,0.01757142857142857,0.11542857142857142,0.8668571428571428,-0.19814285714285715
0.174,0.014,0.812,0.9397,0.23288888888888884,0.018666666666666668,0.7484444444444445,0.2776222222222222
0.0,0.066,0.934,-0.43,0.0,0.0325,0.9675,-0.1075
0.463,0.0,0.537,0.8176,0.463,0.0,0.537,0.8176
0.2,0.0,0.8,0.7184,0.13333333333333333,0.0,0.8666666666666667,0.2394666666666667
0.218,0.065,0.718,0.8957,0.1465,0.04825,0.8052499999999999,0.23215
0.272,0.035,0.693,0.9441,0.27814285714285714,0.05814285714285714,0.6635714285714285,0.28798571428571423
0.184,0.0,0.816,0.9186,0.13557142857142856,0.0,0.8644285714285714,0.2538285714285714
0.285,0.0,0.715,0.9142,0.3014,0.0,0.6986,0.4369199999999999
0.377,0.0,0.623,0.8653,0.164,0.0,0.836,0.2884333333333333
0.232,0.0,0.768,0.8288,0.3486666666666667,0.0,0.6513333333333333,0.5706666666666667
0.218,0.0,0.782,0.7501,0.16366666666666665,0.0,0.8363333333333333,0.32866666666666666
0.148,0.0,0.852,0.8095,0.1464,0.0,0.8535999999999999,0.31634
0.309,0.0,0.691,0.9178,0.244,0.0,0.7559999999999999,0.46646666666666664
0.322,0.0,0.678,0.8436,0.212,0.0,0.788,0.4218
0.232,0.068,0.7,0.9433,0.27449999999999997,0.0365,0.6891666666666666,0.3487833333333334
0.268,0.0,0.732,0.9607,0.19566666666666666,0.0,0.8043333333333335,0.35810000000000003
0.104,0.0,0.896,0.6793,0.07600000000000001,0.0,0.924,0.207725
0.262,0.0,0.738,0.9625,0.24240000000000003,0.0,0.7575999999999999,0.57226
0.087,0.0,0.913,0.8983,0.04072727272727272,0.0,0.9592727272727273,0.0997909090909091
0.113,0.0,0.887,0.8803,0.057624999999999996,0.0,0.942375,0.1540375
0.18,0.093,0.727,0.8891,0.165,0.08514285714285715,0.7498571428571428,0.14388571428571426
0.261,0.0,0.739,0.7178,0.214,0.0,0.786,0.3589
0.137,0.0,0.863,0.9299,0.09359999999999999,0.0,0.9064,0.16258
0.081,0.077,0.842,0.0738,0.0398,0.0616,0.8986000000000001,-0.043719999999999995
0.341,0.0,0.659,0.9867,0.201,0.0,0.799,0.46768
0.18,0.023,0.797,0.9382,0.27380000000000004,0.014599999999999998,0.7118,0.4279
0.0,0.199,0.801,-0.937,0.0,0.18325000000000002,0.8167500000000001,-0.48602500000000004
0.049,0.06,0.891,-0.1411,0.08422222222222223,0.023777777777777776,0.892,0.004544444444444456
0.235,0.022,0.743,0.9766,0.24130000000000001,0.011600000000000001,0.7471,0.33979
0.153,0.024,0.824,0.9733,0.15245454545454543,0.013272727272727271,0.8342727272727273,0.22973636363636363
0.264,0.0,0.736,0.9538,0.2284,0.0,0.7716000000000001,0.47292000000000006
0.117,0.208,0.675,-0.7901,0.12528571428571428,0.09242857142857143,0.7822857142857143,-0.050014285714285726
0.0,0.091,0.909,-0.6361,0.0,0.091,0.909,-0.6361
0.127,0.069,0.804,0.6697,0.14350000000000002,0.05675,0.7997500000000001,0.17237499999999997
0.24,0.045,0.714,0.9042,0.274,0.042,0.684,0.3950666666666667
0.275,0.0,0.725,0.9835,0.240625,0.0,0.759375,0.4009375
0.387,0.034,0.579,0.9843,0.2941,0.015099999999999999,0.6909000000000001,0.36506
0.187,0.022,0.791,0.9001,0.09825,0.02175,0.88,0.10662500000000001
0.146,0.0,0.854,0.8012,0.09866666666666667,0.0,0.9013333333333332,0.18403333333333335
0.188,0.0,0.812,0.9134,0.15125,0.0,0.84875,0.421875
0.463,0.0,0.537,0.8176,0.463,0.0,0.537,0.8176
0.334,0.0,0.666,0.9705,0.2252,0.0,0.7747999999999999,0.41174
0.189,0.07,0.741,0.701,0.17125,0.04875,0.78,0.16445
0.329,0.0,0.671,0.9345,0.31899999999999995,0.0,0.681,0.5003000000000001
0.047,0.064,0.888,-0.0516,0.071,0.048,0.8809999999999999,-0.02071999999999998
0.412,0.0,0.588,0.9577,0.413,0.0,0.5870000000000001,0.6920999999999999
0.242,0.011,0.747,0.9878,0.2732857142857143,0.004571428571428572,0.722142857142857,0.5096285714285714
0.157,0.088,0.755,0.6705,0.14875,0.0465,0.80475,0.17715
0.502,0.0,0.498,0.9645,0.3618333333333334,0.0,0.6381666666666667,0.36955
0.048,0.055,0.896,-0.4177,0.04033333333333333,0.08905555555555555,0.8706111111111112,-0.05282777777777777
0.066,0.0,0.934,0.5574,0.06133333333333333,0.0,0.9386666666666666,0.2121333333333333
0.278,0.03,0.692,0.9475,0.20716666666666664,0.027833333333333335,0.765,0.30035000000000006
0.325,0.0,0.675,0.9184,0.34125,0.0,0.65875,0.447875
0.241,0.128,0.632,0.7067,0.2624,0.0754,0.6622000000000001,0.33598
0.34,0.0,0.66,0.7717,0.363,0.0,0.637,0.51865
0.155,0.042,0.803,0.9607,0.1149,0.0267,0.8583999999999999,0.16355
0.424,0.0,0.576,0.984,0.3851428571428571,0.0,0.6148571428571429,0.49208571428571435
0.25,0.0,0.75,0.9682,0.2586,0.0,0.7414000000000001,0.49648000000000003
0.413,0.0,0.587,0.9674,0.36275,0.0,0.6372500000000001,0.5859
0.407,0.0,0.593,0.883,0.31233333333333335,0.0,0.6876666666666668,0.4494666666666667
0.066,0.0,0.934,0.4939,0.0524,0.0,0.9475999999999999,0.09878
0.14,0.0,0.86,0.9429,0.1658,0.0,0.8341999999999998,0.39324000000000003
0.182,0.218,0.6,-0.2118,0.211,0.09385714285714286,0.6951428571428572,0.3064285714285714
0.12,0.061,0.819,0.7783,0.14,0.042777777777777776,0.8172222222222223,0.17303333333333334
0.137,0.045,0.817,0.6465,0.1796,0.0182,0.8022,0.1527
0.342,0.02,0.639,0.977,0.334,0.011,0.655,0.46522857142857144
0.374,0.018,0.608,0.9878,0.3106666666666667,0.021666666666666667,0.6676666666666667,0.7646000000000001
0.176,0.035,0.789,0.9919,0.15925,0.03233333333333333,0.8084166666666667,0.2599916666666667
0.188,0.017,0.795,0.9366,0.264,0.01075,0.72525,0.47677499999999995
0.058,0.144,0.798,-0.9646,0.0655,0.09,0.8444999999999998,-0.13247
0.122,0.119,0.759,0.3591,0.13542857142857143,0.10942857142857143,0.7547142857142857,0.04267142857142857
0.274,0.0,0.726,0.9577,0.2226,0.0,0.7774,0.39936000000000005
0.083,0.124,0.793,-0.4106,0.13566666666666669,0.12333333333333334,0.7410000000000001,0.053483333333333334
0.329,0.0,0.671,0.9881,0.3087142857142857,0.0,0.6912857142857144,0.5023571428571428
0.192,0.043,0.765,0.9749,0.1892222222222222,0.04044444444444444,0.7703333333333334,0.2566555555555555
0.237,0.019,0.745,0.9313,0.27699999999999997,0.022000000000000002,0.7011666666666666,0.43448333333333333
0.273,0.0,0.727,0.9516,0.3015,0.0,0.6985,0.537925
0.115,0.025,0.861,0.6999,0.15228571428571427,0.026285714285714284,0.8214285714285713,0.20579999999999998
0.146,0.06,0.794,0.9272,0.128875,0.055749999999999994,0.815375,0.1451
0.314,0.0,0.686,0.9072,0.1848,0.0,0.8152000000000001,0.25138
0.12,0.107,0.772,0.1761,0.1032,0.0804,0.8164,-0.012319999999999975
0.0,0.134,0.866,-0.4785,0.0,0.134,0.866,-0.4785
0.095,0.091,0.814,0.3542,0.08557142857142856,0.10071428571428573,0.8137142857142857,-0.023400000000000008
0.224,0.037,0.739,0.9871,0.2252857142857143,0.023857142857142858,0.7508571428571428,0.3879428571428572
0.23,0.029,0.741,0.9349,0.21142857142857144,0.03828571428571429,0.7502857142857142,0.2507857142857143
0.27,0.0,0.73,0.9628,0.263625,0.0,0.7363749999999999,0.38763749999999997
0.166,0.0,0.834,0.9616,0.22542857142857148,0.0,0.7745714285714286,0.3968428571428571
0.186,0.038,0.777,0.9587,0.2004166666666667,0.03266666666666667,0.767,0.22645000000000004
0.317,0.0,0.683,0.8928,0.275,0.0,0.725,0.34709999999999996
0.141,0.166,0.693,-0.8102,0.17122222222222222,0.11166666666666665,0.7172222222222222,-0.04424444444444446
0.044,0.096,0.86,-0.713,0.0514,0.1058,0.8428000000000001,-0.08177999999999999
0.207,0.0,0.793,0.976,0.18257142857142858,0.0,0.8174285714285714,0.4396857142857143
0.32,0.0,0.68,0.9517,0.18837500000000001,0.0,0.811625,0.2270125
0.23,0.021,0.749,0.9662,0.22699999999999998,0.018,0.7549999999999999,0.44605555555555554
0.155,0.0,0.845,0.7579,0.155,0.0,0.845,0.7579
0.22,0.043,0.737,0.9959,0.178,0.048529411764705876,0.7734705882352941,0.2931235294117647
0.0,0.045,0.955,-0.296,0.0,0.0242,0.9757999999999999,-0.059199999999999996
0.367,0.0,0.633,0.9902,0.27362499999999995,0.0135,0.7128749999999999,0.40556250000000005
0.086,0.147,0.767,-0.7444,0.069,0.11033333333333334,0.8206666666666665,-0.10476666666666667
0.083,0.167,0.75,-0.8618,0.09444444444444444,0.14922222222222223,0.7563333333333334,-0.12984444444444446
0.101,0.035,0.863,0.8402,0.11379999999999998,0.0386,0.8476000000000001,0.17676
0.31,0.021,0.668,0.98,0.1992,0.0208,0.7799999999999999,0.33748
0.206,0.0,0.794,0.9741,0.24250000000000002,0.0,0.7575000000000001,0.4392
0.148,0.093,0.76,0.6124,0.10036363636363638,0.03827272727272727,0.8612727272727273,0.04751818181818182
0.314,0.0,0.686,0.9783,0.22825,0.0,0.77175,0.34776250000000003
0.133,0.075,0.792,0.8387,0.13170588235294117,0.08447058823529412,0.7838235294117647,0.047694117647058824
0.168,0.087,0.745,0.9243,0.1133,0.054299999999999994,0.8324,0.11206
0.204,0.0,0.796,0.752,0.18233333333333332,0.0,0.8176666666666667,0.33026666666666665
0.281,0.013,0.706,0.9904,0.3201428571428571,0.011571428571428571,0.6682857142857143,0.43974285714285705
0.37,0.018,0.612,0.9933,0.27155555555555555,0.015444444444444446,0.713,0.42418888888888895
0.488,0.0,0.512,0.9589,0.2723333333333333,0.0,0.7276666666666666,0.31903333333333334
0.279,0.0,0.721,0.9692,0.2807777777777778,0.0,0.7192222222222223,0.31383333333333335
0.132,0.048,0.821,0.5994,0.1671111111111111,0.034,0.7988888888888889,0.07067777777777778
0.2,0.0,0.8,0.5413,0.1665,0.0,0.8335,0.27065
0.112,0.0,0.888,0.6597,0.08675,0.0,0.91325,0.20040000000000002
0.153,0.063,0.784,0.8085,0.10211111111111111,0.08700000000000001,0.8108888888888889,0.13153333333333334
0.079,0.041,0.879,0.7963,0.1762222222222222,0.025222222222222222,0.7985555555555556,0.15505555555555559
0.061,0.117,0.822,-0.6728,0.07333333333333333,0.14344444444444446,0.7832222222222223,-0.08252222222222222
0.08,0.094,0.826,-0.1531,0.07116666666666667,0.0775,0.8513333333333333,-0.016283333333333334
0.22,0.036,0.744,0.9766,0.20339999999999997,0.0189,0.7777999999999999,0.29851
0.135,0.091,0.774,0.8594,0.1671111111111111,0.07733333333333334,0.7554444444444444,0.18362222222222224
0.218,0.045,0.737,0.9902,0.15163636363636362,0.0750909090909091,0.7732727272727273,0.23740000000000003
0.128,0.041,0.831,0.9693,0.06633333333333334,0.06533333333333334,0.8682500000000001,0.08143333333333332
0.117,0.158,0.725,-0.1531,0.06999999999999999,0.19233333333333333,0.7376666666666667,-0.054233333333333335
0.263,0.098,0.639,0.9756,0.223,0.0632,0.7138000000000001,0.26911999999999997
0.103,0.0,0.897,0.8687,0.13485714285714284,0.0,0.8651428571428573,0.21997142857142857
0.086,0.084,0.83,0.5119,0.0688,0.1286,0.8026,-0.02099000000000001
0.408,0.0,0.592,0.9153,0.211,0.0,0.789,0.3051
0.052,0.076,0.872,-0.5574,0.036125000000000004,0.05075,0.913,-0.0739625
0.123,0.027,0.85,0.7778,0.17033333333333336,0.015333333333333332,0.8143333333333334,0.3736333333333333
0.241,0.0,0.759,0.9805,0.178,0.0,0.822,0.33735
0.17,0.066,0.764,0.9857,0.14415384615384613,0.025538461538461534,0.8302307692307693,0.3077615384615384
0.029,0.107,0.864,-0.7586,0.019,0.08433333333333333,0.8966666666666666,-0.33536666666666665
0.378,0.0,0.622,0.9628,0.4093333333333333,0.0,0.5906666666666667,0.5217333333333333
0.191,0.033,0.776,0.8618,0.19949999999999998,0.02625,0.7742500000000001,0.37165000000000004
0.174,0.105,0.721,0.8728,0.12466666666666666,0.057999999999999996,0.8173333333333334,0.19348333333333334
0.158,0.01,0.832,0.9493,0.14989999999999998,0.0162,0.8338000000000001,0.30444
0.08,0.142,0.778,-0.6115,0.063,0.08742857142857142,0.8495714285714285,-0.03267142857142854
0.101,0.231,0.668,-0.7506,0.0698,0.262,0.6683999999999999,-0.20406
0.147,0.109,0.743,0.4633,0.17616666666666667,0.12783333333333333,0.6958333333333333,0.08821666666666667
0.142,0.059,0.799,0.7486,0.078,0.0565,0.8655,0.10175000000000001
0.104,0.01,0.887,0.8881,0.12033333333333333,0.0044444444444444444,0.8753333333333333,0.27815555555555554
0.321,0.0,0.679,0.9719,0.29660000000000003,0.0,0.7034,0.51146
0.136,0.063,0.802,0.9534,0.1222,0.05793333333333333,0.8198666666666665,0.11664666666666666
0.173,0.021,0.806,0.9195,0.08814285714285715,0.006285714285714285,0.9055714285714286,0.18314285714285714
0.166,0.01,0.824,0.9832,0.0986,0.005,0.8964000000000001,0.25458
0.051,0.076,0.873,-0.1298,0.0512,0.0548,0.8940000000000001,-0.030559999999999997
0.23,0.0,0.77,0.9024,0.170625,0.0,0.829375,0.19956249999999998
0.097,0.027,0.875,0.6908,0.075125,0.029875,0.895,0.09460000000000002
0.166,0.102,0.732,0.6486,0.087,0.1032,0.8097999999999999,0.0010999999999999899
0.142,0.068,0.79,0.7876,0.05833333333333333,0.10833333333333334,0.8333333333333334,0.014599999999999983
0.078,0.063,0.859,0.2484,0.0805,0.051333333333333335,0.8681666666666668,0.03541666666666667
0.186,0.085,0.729,0.9654,0.21230000000000002,0.05669999999999999,0.731,0.27505
0.167,0.09,0.743,0.8994,0.10866666666666668,0.0811111111111111,0.8102222222222222,0.07687777777777777
0.0,0.093,0.907,-0.4767,0.0,0.060399999999999995,0.9395999999999999,-0.10446
0.213,0.038,0.748,0.9762,0.23909090909090908,0.02781818181818182,0.7330909090909092,0.2837636363636364
0.217,0.161,0.622,0.8691,0.15750000000000003,0.15289999999999998,0.6896000000000001,0.08398000000000001
0.044,0.197,0.759,-0.9138,0.0512,0.248,0.7009000000000001,-0.26234999999999997
0.111,0.025,0.864,0.8225,0.10322222222222223,0.015000000000000001,0.8817777777777778,0.12682222222222223
0.059,0.064,0.877,0.3489,0.050666666666666665,0.06225000000000001,0.8870833333333333,-0.03767500000000001
0.241,0.054,0.706,0.8268,0.19775,0.04175,0.7605,0.253925
0.073,0.154,0.773,-0.6573,0.058428571428571434,0.17542857142857143,0.7661428571428572,-0.08605714285714286
0.113,0.11,0.777,0.0645,0.10149999999999999,0.07916666666666668,0.8191666666666667,0.04338333333333333
0.049,0.061,0.89,-0.5087,0.05888888888888889,0.08133333333333333,0.8597777777777779,0.006533333333333329
0.19,0.102,0.708,0.5719,0.1405,0.08875,0.77075,0.14994999999999997
0.279,0.014,0.708,0.994,0.22733333333333333,0.010133333333333333,0.7625333333333334,0.3644800000000001
0.139,0.0,0.861,0.8655,0.1875,0.0,0.8125000000000001,0.371525
0.16,0.102,0.738,0.4621,0.18557142857142855,0.04442857142857143,0.7698571428571428,0.1857
0.058,0.0,0.942,0.3387,0.062285714285714285,0.0,0.9377142857142857,0.06595714285714285
0.0,0.175,0.825,-0.8687,0.0,0.1907142857142857,0.8092857142857142,-0.20515714285714284
0.211,0.018,0.77,0.9556,0.15942857142857145,0.012857142857142857,0.8277142857142856,0.26792857142857146
0.22,0.019,0.761,0.9885,0.2574166666666667,0.013083333333333334,0.7295000000000001,0.42811666666666665
0.105,0.141,0.754,-0.603,0.10827272727272728,0.15218181818181817,0.7395454545454545,-0.03364545454545453
0.0,0.112,0.888,-0.843,0.0,0.12333333333333331,0.8766666666666668,-0.28435
0.031,0.04,0.929,0.0343,0.04111111111111111,0.029444444444444447,0.9294444444444445,-0.0006666666666666673
0.047,0.059,0.893,0.3591,0.04916666666666667,0.08700000000000001,0.8638333333333333,-0.029325
0.109,0.117,0.774,-0.4631,0.09456521739130436,0.11434782608695651,0.7910869565217391,-0.04082173913043478
0.044,0.076,0.88,-0.8345,0.03670588235294118,0.05723529411764706,0.9060588235294117,-0.06080588235294118
0.224,0.04,0.736,0.9886,0.18466666666666667,0.02916666666666667,0.7861666666666668,0.33649166666666663
0.164,0.0,0.836,0.7702,0.24766666666666667,0.0,0.7523333333333334,0.34236666666666665
0.255,0.0,0.745,0.8832,0.20566666666666666,0.0,0.7943333333333333,0.44003333333333333
0.181,0.0,0.819,0.6249,0.17359999999999998,0.0,0.8263999999999999,0.24996000000000002
0.279,0.0,0.721,0.9239,0.2965,0.0,0.7035,0.3358833333333333
0.053,0.125,0.822,-0.7845,0.048375,0.139,0.8126250000000002,-0.1322375
0.221,0.049,0.731,0.9837,0.16344444444444442,0.031000000000000003,0.8057777777777777,0.2955444444444444
0.217,0.0,0.783,0.7269,0.119,0.0,0.8809999999999999,0.2423
0.052,0.193,0.755,-0.9442,0.025333333333333333,0.13088888888888892,0.8438888888888889,-0.18306666666666666
0.144,0.051,0.805,0.826,0.11316666666666668,0.022500000000000003,0.8643333333333333,0.16786666666666664
0.089,0.045,0.867,0.6698,0.10514285714285714,0.04071428571428572,0.8541428571428572,0.06561428571428571
0.125,0.0,0.875,0.9802,0.132125,0.0,0.867875,0.3912125
0.173,0.127,0.7,0.6848,0.31016666666666665,0.0355,0.6543333333333333,0.18370000000000006
0.363,0.031,0.606,0.9705,0.319875,0.03925,0.640875,0.33945000000000003
0.073,0.117,0.811,-0.9306,0.07618749999999999,0.0655,0.8584375,-0.019268749999999998
0.075,0.0,0.925,0.68,0.068,0.0,0.9319999999999999,0.17
0.12,0.051,0.829,0.87,0.10461538461538461,0.10407692307692308,0.7913076923076924,0.1273846153846154
0.054,0.21,0.736,-0.9576,0.07683333333333332,0.25233333333333335,0.6708333333333334,-0.3614
0.14,0.077,0.783,0.9355,0.11155555555555556,0.07277777777777777,0.8156666666666665,0.09194444444444444
0.2,0.063,0.737,0.9224,0.19342857142857142,0.05185714285714286,0.754857142857143,0.25579999999999997
0.079,0.092,0.829,0.2076,0.07885714285714286,0.09028571428571429,0.830857142857143,-0.007671428571428559
0.128,0.0,0.872,0.9481,0.10914285714285714,0.0,0.8908571428571428,0.31987142857142853
0.188,0.0,0.812,0.9501,0.277,0.0,0.723,0.4484
0.127,0.051,0.823,0.9001,0.11046153846153846,0.04284615384615384,0.8467692307692307,0.10036923076923078
0.213,0.0,0.787,0.807,0.17475000000000002,0.0,0.82525,0.2794
0.235,0.033,0.731,0.8976,0.27699999999999997,0.029833333333333333,0.6931666666666666,0.26510000000000006
0.138,0.059,0.803,0.8436,0.19266666666666665,0.03755555555555555,0.7697777777777778,0.18656666666666666
0.035,0.118,0.847,-0.7587,0.035333333333333335,0.0941111111111111,0.8705555555555555,-0.10617777777777777
0.152,0.042,0.806,0.9217,0.1524285714285714,0.03014285714285714,0.8174285714285714,0.2549142857142857
0.103,0.078,0.819,0.6658,0.06373333333333334,0.10813333333333335,0.8281333333333334,-0.0012399999999999892
0.026,0.043,0.931,-0.5023,0.052000000000000005,0.030818181818181814,0.9170909090909092,-0.03971818181818182
0.045,0.075,0.879,-0.0449,0.02442857142857143,0.09557142857142856,0.8799999999999999,-0.014357142857142846
0.0,0.085,0.915,-0.6705,0.0,0.0814,0.9186,-0.1341
0.277,0.042,0.682,0.9834,0.34088888888888885,0.05722222222222222,0.6018888888888889,0.3866888888888889
0.321,0.0,0.679,0.9635,0.25375,0.0,0.74625,0.539825
0.018,0.056,0.926,-0.6028,0.01057142857142857,0.04171428571428572,0.9477142857142857,-0.04611428571428571
0.195,0.051,0.754,0.8159,0.14900000000000002,0.038,0.81325,0.31115
0.145,0.0,0.855,0.7986,0.13333333333333333,0.0,0.8666666666666667,0.44606666666666667
0.146,0.069,0.785,0.875,0.11845454545454547,0.07727272727272727,0.8041818181818183,0.13872727272727273
0.227,0.048,0.725,0.9818,0.19809090909090912,0.04754545454545454,0.7543636363636363,0.2755818181818182
0.225,0.126,0.649,0.7184,0.134125,0.09387499999999999,0.772125,0.0897625
0.121,0.039,0.839,0.9076,0.10933333333333334,0.036833333333333336,0.8538333333333333,0.13620833333333335
0.033,0.049,0.918,-0.101,0.0165,0.02425,0.9592499999999999,-0.02525
0.0,0.115,0.885,-0.9867,0.0,0.07992857142857142,0.9200714285714285,-0.2414
0.052,0.139,0.808,-0.9836,0.05122222222222222,0.11461111111111112,0.8342777777777779,-0.168
0.031,0.089,0.88,-0.9301,0.03092307692307692,0.10315384615384617,0.8660000000000001,-0.16391538461538463
0.024,0.0,0.976,0.1154,0.014333333333333332,0.0,0.9856666666666666,0.03846666666666667
0.393,0.0,0.607,0.8927,0.39375000000000004,0.0,0.60625,0.37515
0.245,0.0,0.755,0.9718,0.2752857142857143,0.0,0.7247142857142858,0.4445571428571428
0.108,0.0,0.892,0.8481,0.09614285714285715,0.0,0.9038571428571427,0.20125714285714286
0.047,0.043,0.91,0.0799,0.033600000000000005,0.03,0.9364000000000001,0.008879999999999999
0.0,0.08,0.92,-0.4184,0.0,0.049,0.7010000000000001,-0.074
0.093,0.151,0.755,-0.3863,0.08650000000000001,0.11916666666666668,0.7943333333333333,-0.03969999999999999
0.229,0.014,0.757,0.9705,0.2975,0.0085,0.69375,0.671975
0.276,0.0,0.724,0.989,0.24628571428571427,0.0,0.7537142857142857,0.5983857142857143
0.287,0.073,0.639,0.9892,0.2612142857142857,0.062,0.6767857142857144,0.31345000000000006
0.075,0.057,0.869,0.7885,0.083,0.0473125,0.8696875,0.010174999999999997
0.065,0.095,0.84,-0.6767,0.06475,0.10800000000000001,0.827125,-0.20161249999999997
0.101,0.055,0.843,0.9935,0.10130769230769233,0.057692307692307696,0.8410192307692307,0.09175384615384614
0.023,0.17,0.808,-0.9512,0.05375,0.16775,0.7785,-0.2574125
0.12,0.027,0.853,0.867,0.0772,0.0308,0.892,0.20788
0.186,0.031,0.782,0.96,0.18363636363636363,0.05645454545454545,0.7598181818181818,0.19716363636363637
0.107,0.065,0.828,0.8569,0.06181818181818182,0.07854545454545456,0.8596363636363638,0.09443636363636364
0.0,0.13,0.87,-0.7579,0.0,0.09575,0.90425,-0.23614999999999997
0.089,0.108,0.802,-0.1531,0.04990909090909091,0.20618181818181816,0.7439090909090909,-0.02859090909090909
0.268,0.054,0.678,0.9954,0.257125,0.035166666666666666,0.70775,0.2629791666666667
0.05,0.117,0.833,-0.8948,0.036071428571428574,0.11578571428571428,0.8481428571428571,-0.11916428571428571
0.018,0.042,0.939,-0.6151,0.020210526315789474,0.08173684210526315,0.8980526315789473,-0.07422105263157895
0.067,0.102,0.832,-0.5846,0.04745454545454546,0.10127272727272726,0.8512727272727272,-0.05365454545454546
0.087,0.045,0.868,0.8433,0.09290000000000001,0.028499999999999998,0.8785999999999999,0.11224
0.131,0.0,0.869,0.9041,0.1481111111111111,0.0,0.8518888888888889,0.20297777777777778
0.172,0.026,0.802,0.9706,0.118,0.0551,0.8268999999999999,0.20751
0.294,0.0,0.706,0.971,0.23512499999999997,0.0,0.764875,0.344425
0.051,0.072,0.877,-0.2809,0.0286,0.0638,0.9076000000000001,-0.02584666666666667
0.282,0.017,0.701,0.9948,0.2365714285714286,0.009,0.7545000000000001,0.39959285714285714
0.068,0.13,0.801,-0.4915,0.06839999999999999,0.19180000000000003,0.7398,-0.11874000000000003
0.156,0.0,0.844,0.9522,0.197,0.0,0.8029999999999999,0.605
0.075,0.13,0.795,-0.8444,0.04553846153846154,0.167,0.7874615384615383,-0.14113846153846152
0.063,0.112,0.825,-0.7412,0.04111111111111111,0.13466666666666666,0.8242222222222223,-0.08126666666666665
0.017,0.113,0.87,-0.8893,0.011888888888888888,0.12044444444444445,0.8676666666666666,-0.18435555555555552
0.033,0.114,0.853,-0.9097,0.0178,0.06939999999999999,0.9128000000000001,-0.26345999999999997
0.187,0.078,0.735,0.8254,0.22166666666666668,0.06716666666666667,0.7111666666666667,0.2969
0.209,0.02,0.771,0.9371,0.21283333333333335,0.02666666666666667,0.7605,0.4248166666666667
0.116,0.133,0.751,-0.1565,0.08328571428571428,0.105,0.8115714285714287,-0.019671428571428562
0.208,0.085,0.707,0.8649,0.218,0.06,0.7225,0.39475
0.034,0.143,0.822,-0.967,0.026571428571428572,0.12285714285714286,0.8505714285714285,-0.3194142857142857
0.019,0.118,0.863,-0.8765,0.014099999999999998,0.1143,0.8715999999999999,-0.16316000000000003
0.025,0.109,0.866,-0.802,0.020125,0.10575,0.8741249999999999,-0.11006250000000001
0.105,0.036,0.858,0.7332,0.18322222222222223,0.029111111111111112,0.7876666666666667,0.1823111111111111
0.112,0.092,0.797,0.484,0.0918888888888889,0.09966666666666665,0.8084444444444445,0.023211111111111096
0.13,0.102,0.768,0.6773,0.074125,0.0555,0.870375,0.07827500000000001
0.113,0.153,0.734,-0.7783,0.0992,0.06,0.841,0.04585999999999999
0.0,0.182,0.818,-0.8963,0.0,0.1788,0.8211999999999999,-0.35697999999999996
0.351,0.0,0.649,0.9545,0.455,0.0,0.545,0.6744333333333333
0.115,0.0,0.885,0.765,0.0765,0.0,0.9235,0.19125
0.155,0.144,0.701,0.25,0.16142857142857145,0.11028571428571429,0.7282857142857143,0.02385714285714288
0.04,0.098,0.862,-0.8047,0.04488888888888889,0.09655555555555556,0.8585555555555556,-0.07424444444444445
0.014,0.162,0.823,-0.9083,0.04542857142857143,0.151,0.8035714285714286,-0.28537142857142855
